"","Date","Time","Count","Loc","Category","Scientific","CommonName"
"4677","2025/9/28","14-15",7,"DGS","Else","Motacilla cinerea","Grey Wagtail"
"4678","2025/9/28","14-15",1,"DGS","Else","Egretta garzetta","Little Egret"
"4679","2025/9/28","15-16",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4680","2025/9/28","15-16",2,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"4681","2025/9/28","16-17",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4682","2025/9/28","16-17",3,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"4683","2025/9/28","16-17",26,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4684","2025/9/28","16-17",1,"DGS","Else","Ardea cinerea","Grey Heron"
"4685","2025/9/28","16-17",2,"DGS","Else","Spodiopsar cineraceus","White-cheeked Starling"
"4686","2025/9/29","6-7",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"4687","2025/9/29","6-7",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4688","2025/9/29","6-7",2,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
"4689","2025/9/29","6-7",1,"DGS","Else","Pericrocotus cantonensis","Swinhoe's Minivet"
"4690","2025/9/29","6-7",7,"DGS","Else","Spodiopsar cineraceus","White-cheeked Starling"
"4691","2025/9/29","7-8",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"4692","2025/9/29","7-8",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4693","2025/9/29","7-8",1,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
"4694","2025/9/29","7-8",1,"DGS","Else","Eurystomus orientalis","Oriental Dollarbird"
"4695","2025/9/29","7-8",4,"DGS","Else","Spodiopsar cineraceus","White-cheeked Starling"
"4696","2025/9/29","7-8",15,"DGS","Else","Spodiopsar sericeus","Red-billed Starling"
"4697","2025/9/29","7-8",1,"DGS","Else","Sturnia sinensis","White-shouldered Starling"
"4698","2025/9/29","7-8",2,"DGS","Else","Egretta garzetta","Little Egret"
"4699","2025/9/29","7-8",1,"DGS","Else","Ardea coromanda","Eastern Cattle Egret"
"4700","2025/9/29","7-8",3,"DGS","Else","Dicrurus macrocercus","Black Drongo"
"4701","2025/9/29","7-8",1,"DGS","Else","Motacilla alba","White Wagtail"
"4702","2025/9/29","7-8",1,"DGS","Else","Pericrocotus cantonensis","Swinhoe's Minivet"
"4703","2025/9/29","7-8",15,"DGS","Else","Chloris sinica","Grey-capped Greenfinch"
"4704","2025/9/29","8-9",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4705","2025/9/29","8-9",2,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4706","2025/9/29","8-9",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"4707","2025/9/29","8-9",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4708","2025/9/29","8-9",6,"DGS","Swift","Aerodramus sp.","Swiftlets"
"4709","2025/9/29","8-9",8,"DGS","Else","Spodiopsar cineraceus","White-cheeked Starling"
"4710","2025/9/29","8-9",2,"DGS","Else","Eophona migratoria","Chinese Grosbeak"
"4711","2025/9/29","8-9",6,"DGS","Else","Motacilla tschutschensis","Eastern Yellow Wagtail"
"4712","2025/9/29","8-9",4,"DGS","Else","Dicrurus macrocercus","Black Drongo"
"4713","2025/9/29","9-10",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"4714","2025/9/29","9-10",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4715","2025/9/29","9-10",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"4716","2025/9/29","9-10",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"4717","2025/9/29","9-10",12,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4718","2025/9/29","9-10",1,"DGS","Else","Egretta garzetta","Little Egret"
"4719","2025/9/29","10-11",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4720","2025/9/29","10-11",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4721","2025/9/29","10-11",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4722","2025/9/29","10-11",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"4723","2025/9/29","10-11",5,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"4724","2025/9/29","10-11",2,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"4725","2025/9/29","10-11",2,"DGS","Else","Dicrurus macrocercus","Black Drongo"
"4726","2025/9/29","10-11",1,"DGS","Else","Muscicapa griseisticta","Grey-streaked Flycatcher"
"4727","2025/9/29","10-11",2,"DGS","Else","Anthus rufulus","Paddyfield Pipit"
"4728","2025/9/29","11-12",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4729","2025/9/29","11-12",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4730","2025/9/29","11-12",4,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4731","2025/9/29","11-12",45,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4732","2025/9/29","11-12",1,"DGS","Swift","Apus pacificus","Pacific Swift"
"4733","2025/9/29","11-12",7,"DGS","Swift","Aerodramus sp.","Swiftlets"
"4734","2025/9/29","11-12",21,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"4735","2025/9/29","11-12",1,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
"4736","2025/9/29","12-13",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4737","2025/9/29","12-13",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4738","2025/9/29","12-13",1,"DGS","Else","Ardea alba","Great Egret"
"4739","2025/9/29","12-13",2,"DGS","Else","Eophona migratoria","Chinese Grosbeak"
"4740","2025/9/29","12-13",1,"DGS","Else","Pericrocotus cantonensis","Swinhoe's Minivet"
"4741","2025/9/29","13-14",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"4742","2025/9/29","13-14",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4743","2025/9/29","13-14",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4744","2025/9/29","14-15",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4745","2025/9/29","14-15",6,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4746","2025/9/29","14-15",1,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"4747","2025/9/29","14-15",17,"DGS","Else","Ardea coromanda","Eastern Cattle Egret"
"4748","2025/9/29","15-16",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4749","2025/9/29","15-16",4,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4750","2025/9/29","15-16",2,"DGS","Else","Ardea cinerea","Grey Heron"
"4751","2025/9/29","15-16",1,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
"4752","2025/9/29","16-17",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"4753","2025/9/29","16-17",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4754","2025/9/29","16-17",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4755","2025/9/29","16-17",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"4756","2025/9/29","16-17",17,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4757","2025/9/29","16-17",28,"DGS","Else","Ardea coromanda","Eastern Cattle Egret"
"4758","2025/9/29","After 17",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4759","2025/9/29","After 17",1,"DGS","Swift","Apus pacificus","Pacific Swift"
"4760","2025/9/30","6-7",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"4761","2025/9/30","6-7",5,"DGS","Swift","Aerodramus sp.","Swiftlets"
"4762","2025/9/30","6-7",3,"DGS","Else","Spodiopsar sericeus","Red-billed Starling"
"4763","2025/9/30","6-7",1,"DGS","Else","Motacilla tschutschensis","Eastern Yellow Wagtail"
"4764","2025/9/30","6-7",2,"DGS","Else","Spodiopsar cineraceus","White-cheeked Starling"
"4765","2025/9/30","6-7",1,"DGS","Else","Phylloscopus borealis","Arctic Warbler"
"4766","2025/9/30","6-7",1,"DGS","Else","Dicrurus macrocercus","Black Drongo"
"4767","2025/9/30","7-8",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4768","2025/9/30","7-8",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4769","2025/9/30","7-8",3,"DGS","Raptor","Pandion haliaetus","Osprey"
"4770","2025/9/30","7-8",1,"DGS","Else","Dicrurus leucophaeus","Ashy Drongo"
"4771","2025/9/30","7-8",1,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
"4772","2025/9/30","7-8",1,"DGS","Else","Dicrurus hottentottus","Hair-crested Drongo"
"4773","2025/9/30","7-8",12,"DGS","Else","Pericrocotus divaricatus","Ashy Minivet"
"4774","2025/9/30","7-8",2,"DGS","Else","Ardea cinerea","Grey Heron"
"4775","2025/9/30","7-8",2,"DGS","Else","Eurystomus orientalis","Oriental Dollarbird"
"4776","2025/9/30","8-9",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4777","2025/9/30","8-9",1,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"4778","2025/9/30","8-9",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4779","2025/9/30","8-9",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"4780","2025/9/30","8-9",56,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4781","2025/9/30","8-9",5,"DGS","Swift","Apus pacificus","Pacific Swift"
"4782","2025/9/30","8-9",8,"DGS","Swift","Aerodramus sp.","Swiftlets"
"4783","2025/9/30","8-9",2,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"4784","2025/9/30","8-9",5,"DGS","Else","Eophona migratoria","Chinese Grosbeak"
"4785","2025/9/30","8-9",2,"DGS","Else","Eurystomus orientalis","Oriental Dollarbird"
"4786","2025/9/30","8-9",1,"DGS","Else","Tringa nebularia","Common Greenshank"
"4787","2025/9/30","8-9",2,"DGS","Else","Pericrocotus divaricatus","Ashy Minivet"
"4788","2025/9/30","8-9",1,"DGS","Else","Anthus japonicus","Siberian Pipit"
"4789","2025/9/30","8-9",4,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
"4790","2025/9/30","8-9",1,"DGS","Else","Dicrurus leucophaeus","Ashy Drongo"
"4791","2025/9/30","9-10",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"4792","2025/9/30","9-10",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"4793","2025/9/30","9-10",2,"DGS","Raptor","Falco sp.","Unidentified Falcons"
"4794","2025/9/30","9-10",19,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4795","2025/9/30","9-10",1,"DGS","Else","Dicrurus leucophaeus","Ashy Drongo"
"4796","2025/9/30","9-10",2,"DGS","Else","Pericrocotus divaricatus","Ashy Minivet"
"4797","2025/9/30","9-10",1,"DGS","Swift","Hirundapus cochinchinensis","Silver-backed Needletail"
"4798","2025/9/30","10-11",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4799","2025/9/30","10-11",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4800","2025/9/30","11-12",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4801","2025/9/30","11-12",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"4802","2025/9/30","11-12",4,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4803","2025/9/30","11-12",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4804","2025/9/30","11-12",5,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4805","2025/9/30","11-12",35,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4806","2025/9/30","12-13",5,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4807","2025/9/30","12-13",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4808","2025/9/30","12-13",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4809","2025/9/30","12-13",6,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4810","2025/9/30","12-13",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"4811","2025/9/30","12-13",53,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4812","2025/9/30","12-13",1,"DGS","Swift","Aerodramus sp.","Swiftlets"
"4813","2025/9/30","12-13",55,"DGS","Else","Larus crassirostris","Black-tailed Gull"
"4814","2025/9/30","12-13",3,"DGS","Else","Muscicapa sibirica","Dark-sided Flycatcher"
"4815","2025/9/30","12-13",1,"DGS","Else","Anthus hodgsoni","Olive-backed Pipit"
"4816","2025/9/30","12-13",2,"DGS","Else","Pericrocotus divaricatus","Ashy Minivet"
"4817","2025/9/30","12-13",5,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4818","2025/9/30","13-14",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4819","2025/9/30","13-14",3,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4820","2025/9/30","13-14",6,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4821","2025/9/30","13-14",1,"DGS","Swift","Aerodramus sp.","Swiftlets"
"4822","2025/9/30","13-14",1,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"4823","2025/9/30","13-14",2,"DGS","Else","Motacilla cinerea","Grey Wagtail"
"4824","2025/9/30","14-15",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4825","2025/9/30","14-15",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4826","2025/9/30","14-15",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4827","2025/9/30","14-15",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"4828","2025/9/30","14-15",1,"DGS","Swift","Apus nipalensis","House Swift"
"4829","2025/9/30","15-16",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4830","2025/9/30","15-16",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4831","2025/9/30","15-16",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4832","2025/9/30","15-16",1,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"4833","2025/9/30","15-16",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"4834","2025/9/30","15-16",9,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4835","2025/9/30","15-16",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"4836","2025/9/30","15-16",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4837","2025/9/30","15-16",2,"DGS","Else","Pericrocotus divaricatus","Ashy Minivet"
"4838","2025/9/30","15-16",6,"DGS","Else","Ardea alba","Great Egret"
"4839","2025/9/30","15-16",2,"DGS","Else","Ardea coromanda","Eastern Cattle Egret"
"4840","2025/9/30","16-17",4,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4841","2025/9/30","16-17",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4842","2025/9/30","16-17",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"4843","2025/9/30","16-17",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4844","2025/9/30","16-17",7,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"4845","2025/9/30","16-17",8,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"4846","2025/9/30","16-17",6,"DGS","Else","Motacilla tschutschensis","Eastern Yellow Wagtail"
"4847","2025/10/1","Before 6",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4848","2025/10/1","6-7",4,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4849","2025/10/1","6-7",14,"DGS","Else","Pericrocotus divaricatus","Ashy Minivet"
"4850","2025/10/1","6-7",1,"DGS","Else","Saxicola stejnegeri","Stejneger's Stonechat"
"4851","2025/10/1","6-7",1,"DGS","Else","Phylloscopus borealis","Arctic Warbler"
"4852","2025/10/1","7-8",8,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4853","2025/10/1","7-8",6,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4854","2025/10/1","7-8",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"4855","2025/10/1","7-8",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4856","2025/10/1","7-8",1,"DGS","Else","Muscicapa dauurica","Asian Brown Flycatcher"
"4857","2025/10/1","7-8",1,"DGS","Else","Motacilla tschutschensis","Eastern Yellow Wagtail"
"4858","2025/10/1","8-9",8,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4859","2025/10/1","8-9",22,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4860","2025/10/1","8-9",10,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4861","2025/10/1","8-9",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4862","2025/10/1","8-9",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"4863","2025/10/1","8-9",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4864","2025/10/1","8-9",1,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"4865","2025/10/1","8-9",1,"DGS","Else","Eurystomus orientalis","Oriental Dollarbird"
"4866","2025/10/1","8-9",1,"DGS","Raptor","Otus sunia","Oriental Scops Owl"
"4867","2025/10/1","8-9",1,"DGS","Raptor","Ninox japonica","Northern Boobook"
"4868","2025/10/1","9-10",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"4869","2025/10/1","9-10",8,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4870","2025/10/1","9-10",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4871","2025/10/1","9-10",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4872","2025/10/1","9-10",5,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
"4873","2025/10/1","9-10",1,"DGS","Else","Anthus rufulus","Paddyfield Pipit"
"4874","2025/10/1","10-11",2,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"4875","2025/10/1","10-11",9,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4876","2025/10/1","10-11",2,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4877","2025/10/1","10-11",2,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"4878","2025/10/1","10-11",1,"DGS","Raptor","Falco sp.","Unidentified Falcons"
"4879","2025/10/1","11-12",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4880","2025/10/1","11-12",3,"DGS","Else","Pericrocotus divaricatus","Ashy Minivet"
"4881","2025/10/1","12-13",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4882","2025/10/1","12-13",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"4883","2025/10/1","12-13",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4884","2025/10/1","12-13",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"4885","2025/10/1","12-13",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4886","2025/10/1","12-13",1,"DGS","Else","Terpsiphone atrocaudata","Japanese Paradise-flycatcher"
"4887","2025/10/1","13-14",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4888","2025/10/1","13-14",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"4889","2025/10/1","13-14",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4890","2025/10/1","13-14",1,"DGS","Else","Lanius cristatus","Brown Shrike"
"4891","2025/10/1","13-14",1,"DGS","Else","Anthus cervinus","Red-throated Pipit"
"4892","2025/10/1","13-14",8,"DGS","Else","Motacilla tschutschensis","Eastern Yellow Wagtail"
"4893","2025/10/1","14-15",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"4894","2025/10/1","14-15",2,"DGS","Swift","Aerodramus sp.","Swiftlets"
"4895","2025/10/1","14-15",1,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"4896","2025/10/1","14-15",1,"DGS","Else","Motacilla tschutschensis","Eastern Yellow Wagtail"
"4897","2025/10/1","15-16",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4898","2025/10/1","15-16",1,"DGS","Raptor","Circus spilonotus","Eastern Marsh Harrier"
"4899","2025/10/1","15-16",6,"DGS","Else","Ardea cinerea","Grey Heron"
"4900","2025/10/1","15-16",2,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
"4901","2025/10/1","16-17",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"4902","2025/10/1","16-17",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4903","2025/10/1","16-17",3,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4904","2025/10/1","16-17",4,"DGS","Swift","Aerodramus sp.","Swiftlets"
"4905","2025/10/1","16-17",3,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
"4906","2025/10/1","After 17",3,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4907","2025/10/1","6-7",1,"DCS","Raptor","Ictinaetus malaiensis","Black Eagle"
"4908","2025/10/1","6-7",1,"DCS","Else","Anthus hodgsoni","Olive-backed Pipit"
"4909","2025/10/1","7-8",3,"DCS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4910","2025/10/1","7-8",1,"DCS","Raptor","Butastur indicus","Grey-faced Buzzard"
"4911","2025/10/1","7-8",2,"DCS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"4912","2025/10/1","7-8",11,"DCS","Else","Egretta garzetta","Little Egret"
"4913","2025/10/1","7-8",2,"DCS","Else","Oriolus chinensis","Black-naped Oriole"
"4914","2025/10/1","8-9",3,"DCS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4915","2025/10/1","8-9",1,"DCS","Else","Oriolus chinensis","Black-naped Oriole"
"4916","2025/10/1","8-9",1,"DCS","Else","Tringa ochropus","Green Sandpiper"
"4917","2025/10/1","8-9",2,"DCS","Else","Egretta garzetta","Little Egret"
"4918","2025/10/1","9-10",10,"DCS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4919","2025/10/1","9-10",2,"DCS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"4920","2025/10/1","9-10",1,"DCS","Raptor","Falco subbuteo","Eurasian Hobby"
"4921","2025/10/1","9-10",1,"DCS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"4922","2025/10/1","9-10",6,"DCS","Else","Ardea coromanda","Eastern Cattle Egret"
"4923","2025/10/1","9-10",1,"DCS","Else","Saxicola stejnegeri","Stejneger's Stonechat"
"4924","2025/10/1","10-11",1,"DCS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4925","2025/10/1","10-11",1,"DCS","Raptor","Elanus caeruleus","Black-winged Kite"
"4926","2025/10/1","10-11",3,"DCS","Else","Oriolus chinensis","Black-naped Oriole"
"4927","2025/10/1","11-12",1,"DCS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"4928","2025/10/1","12-13",3,"DCS","Raptor","Falco tinnunculus","Common Kestrel"
"4929","2025/10/1","12-13",2,"DCS","Else","Anas zonorhyncha","Chinese Spot-billed Duck"
"4930","2025/10/1","13-14",1,"DCS","Raptor","Falco subbuteo","Eurasian Hobby"
"4931","2025/10/1","15-16",1,"DCS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4932","2025/10/2","6-7",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4933","2025/10/2","6-7",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4934","2025/10/2","6-7",2,"DGS","Raptor","Falco sp.","Unidentified Falcons"
"4935","2025/10/2","6-7",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4936","2025/10/2","6-7",1,"DGS","Else","Dicrurus leucophaeus","Ashy Drongo"
"4937","2025/10/2","6-7",3,"DGS","Else","Pericrocotus divaricatus","Ashy Minivet"
"4938","2025/10/2","6-7",3,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
"4939","2025/10/2","7-8",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"4940","2025/10/2","7-8",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4941","2025/10/2","7-8",3,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"4942","2025/10/2","7-8",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4943","2025/10/2","7-8",1,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
"4944","2025/10/2","8-9",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"4945","2025/10/2","8-9",4,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4946","2025/10/2","8-9",2,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4947","2025/10/2","8-9",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4948","2025/10/2","8-9",3,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"4949","2025/10/2","9-10",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4950","2025/10/2","9-10",2,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4951","2025/10/2","9-10",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"4952","2025/10/2","9-10",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"4953","2025/10/2","9-10",9,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4954","2025/10/2","10-11",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"4955","2025/10/2","10-11",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4956","2025/10/2","10-11",3,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"4957","2025/10/2","10-11",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4958","2025/10/2","10-11",2,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4959","2025/10/2","10-11",1,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
"4960","2025/10/2","11-12",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"4961","2025/10/2","11-12",2,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"4962","2025/10/2","12-13",1,"DGS","Raptor","Milvus migrans","Black Kite"
"4963","2025/10/2","12-13",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4964","2025/10/2","12-13",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"4965","2025/10/2","13-14",1,"DGS","Else","Oriolus chinensis","Black-naped Oriole"
