"","Date","Time","Count","Loc","Category","Scientific","CommonName"
"1","2023/9/16","7-8",8,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"2","2023/9/16","8-9",2,"DGS","Raptor","Falco amurensis","Amur Falcon"
"3","2023/9/16","9-10",8,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"4","2023/9/16","13-14",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"5","2023/9/16","13-14",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"6","2023/9/16","15-16",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"7","2023/9/17","8-9",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"8","2023/9/17","8-9",3,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"9","2023/9/17","9-10",1,"DGS","Raptor","Falco amurensis","Amur Falcon"
"10","2023/9/17","9-10",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"11","2023/9/17","9-10",7,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"12","2023/9/17","10-11",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"13","2023/9/17","10-11",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"14","2023/9/17","12-13",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"15","2023/9/17","13-14",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"16","2023/9/17","14-15",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"17","2023/9/17","14-15",20,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"18","2023/9/17","15-16",2,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"19","2023/9/17","16-17",2,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"20","2023/9/18","7-8",30,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"21","2023/9/18","7-8",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"22","2023/9/18","8-9",10,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"23","2023/9/18","8-9",5,"DGS","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"24","2023/9/18","9-10",50,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"25","2023/9/18","9-10",3,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"26","2023/9/18","10-11",5,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"27","2023/9/18","10-11",60,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"28","2023/9/18","10-11",3,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"29","2023/9/18","10-11",2,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"30","2023/9/18","10-11",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"31","2023/9/18","10-11",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"32","2023/9/18","10-11",5,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"33","2023/9/18","11-12",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"34","2023/9/18","11-12",4,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"35","2023/9/18","12-13",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"36","2023/9/18","13-14",3,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"37","2023/9/18","14-15",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"38","2023/9/18","14-15",3,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"39","2023/9/19","7-8",2,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"40","2023/9/19","7-8",1,"DGS","Raptor","Ictinaetus malaiensis","Black Eagle"
"41","2023/9/19","7-8",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"42","2023/9/19","8-9",9,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"43","2023/9/19","8-9",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"44","2023/9/19","8-9",6,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"45","2023/9/19","9-10",12,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"46","2023/9/19","9-10",4,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"47","2023/9/19","10-11",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"48","2023/9/19","11-12",2,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"49","2023/9/20","7-8",3,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"50","2023/9/20","7-8",2,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"51","2023/9/20","8-9",7,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"52","2023/9/20","8-9",3,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"53","2023/9/20","8-9",210,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"54","2023/9/20","9-10",5,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"55","2023/9/20","9-10",4,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"56","2023/9/20","9-10",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"57","2023/9/20","9-10",110,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"58","2023/9/20","10-11",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"59","2023/9/20","10-11",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"60","2023/9/20","10-11",4,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"61","2023/9/20","10-11",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"62","2023/9/20","10-11",195,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"63","2023/9/20","10-11",1,"DGS","Swift","Apus pacificus","Pacific Swift"
"64","2023/9/20","11-12",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"65","2023/9/20","11-12",5,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"66","2023/9/20","11-12",127,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"67","2023/9/20","12-13",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"68","2023/9/20","12-13",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"69","2023/9/20","12-13",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"70","2023/9/20","12-13",118,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"71","2023/9/20","13-14",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"72","2023/9/20","13-14",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"73","2023/9/20","13-14",42,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"74","2023/9/20","14-15",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"75","2023/9/20","14-15",13,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"76","2023/9/20","15-16",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"77","2023/9/20","16-17",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"78","2023/9/20","16-17",82,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"79","2023/9/20","17-17:30",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"80","2023/9/20","17-17:30",28,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"81","2023/9/20","13-14",1,"DGS","Swift","Hirundapus cochinchinensis","Silver-backed Needletail"
"82","2023/9/20","13-14",1,"DGS","Raptor","Circus spilonotus","Eastern Marsh Harrier"
"83","2023/9/20","11-12",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"84","2023/9/20","12-13",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"85","2023/9/21","Before 7",14,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"86","2023/9/21","7-8",5,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"87","2023/9/21","8-9",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"88","2023/9/21","8-9",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"89","2023/9/21","8-9",3,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"90","2023/9/21","8-9",32,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"91","2023/9/21","9-10",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"92","2023/9/21","9-10",5,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"93","2023/9/21","10-11",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"94","2023/9/21","10-11",17,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"95","2023/9/21","11-12",35,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"96","2023/9/21","15-16",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"97","2023/9/21","15-16",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"98","2023/9/21","15-16",10,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"99","2023/9/22","Before 7",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"100","2023/9/22","7-8",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"101","2023/9/22","8-9",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"102","2023/9/22","9-10",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"103","2023/9/22","10-11",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"104","2023/9/22","10-11",2,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"105","2023/9/22","11-12",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"106","2023/9/22","12-13",4,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"107","2023/9/23","7-8",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"108","2023/9/23","8-9",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"109","2023/9/23","9-10",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"110","2023/9/23","9-10",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"111","2023/9/23","9-10",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"112","2023/9/23","9-10",1,"DGS","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"113","2023/9/23","10-11",2,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"114","2023/9/23","11-12",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"115","2023/9/23","11-12",9,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"116","2023/9/23","11-12",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"117","2023/9/23","11-12",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"118","2023/9/23","11-12",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"119","2023/9/23","11-12",10,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"120","2023/9/23","12-13",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"121","2023/9/23","12-13",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"122","2023/9/23","12-13",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"123","2023/9/23","12-13",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"124","2023/9/23","12-13",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"125","2023/9/23","13-14",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"126","2023/9/23","13-14",7,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"127","2023/9/23","13-14",30,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"128","2023/9/23","13-14",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"129","2023/9/23","13-14",1,"DGS","Raptor","Falco sp.","Unidentified Falcons"
"130","2023/9/23","14-15",19,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"131","2023/9/23","14-15",3,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"132","2023/9/23","14-15",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"133","2023/9/23","14-15",1,"DGS","Raptor","Ictinaetus malaiensis","Black Eagle"
"134","2023/9/23","14-15",3,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"135","2023/9/23","15-16",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"136","2023/9/23","15-16",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"137","2023/9/23","15-16",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"138","2023/9/23","16-17",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"139","2023/9/23","16-17",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"140","2023/9/23","16-17",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"141","2023/9/24","7-8",2,"DGS","Else","Hierococcyx hyperythrus","Northern Hawk-Cuckoo"
"142","2023/9/24","9-10",70,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"143","2023/9/24","9-10",2,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"144","2023/9/24","9-10",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"145","2023/9/24","9-10",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"146","2023/9/24","9-10",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"147","2023/9/24","9-10",1,"DGS","Else","Cuculus optatus","Oriental Cuckoo"
"148","2023/9/24","10-11",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"149","2023/9/24","10-11",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"150","2023/9/24","10-11",2,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"151","2023/9/24","10-11",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"152","2023/9/24","10-11",1,"DGS","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"153","2023/9/24","11-12",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"154","2023/9/24","11-12",8,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"155","2023/9/24","11-12",7,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"156","2023/9/24","11-12",3,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"157","2023/9/24","11-12",1,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"158","2023/9/24","12-13",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"159","2023/9/24","12-13",3,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"160","2023/9/24","12-13",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"161","2023/9/24","12-13",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"162","2023/9/24","12-13",3,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"163","2023/9/24","12-13",23,"DGS","Swift","Apus pacificus","Pacific Swift"
"164","2023/9/24","12-13",1,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"165","2023/9/24","13-14",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"166","2023/9/24","13-14",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"167","2023/9/24","13-14",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"168","2023/9/24","13-14",2,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"169","2023/9/24","13-14",10,"DGS","Swift","Apus pacificus","Pacific Swift"
"170","2023/9/24","13-14",1,"DGS","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"171","2023/9/24","13-14",5,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"172","2023/9/24","14-15",4,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"173","2023/9/24","14-15",2,"DGS","Swift","Apus pacificus","Pacific Swift"
"174","2023/9/24","14-15",6,"DGS","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"175","2023/9/24","15-16",5,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"176","2023/9/24","15-16",2,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"177","2023/9/24","15-16",15,"DGS","Swift","Apus pacificus","Pacific Swift"
"178","2023/9/24","15-16",3,"DGS","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"179","2023/9/24","15-16",5,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"180","2023/9/24","16-17",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"181","2023/9/24","16-17",17,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"182","2023/9/24","16-17",10,"DGS","Swift","Apus pacificus","Pacific Swift"
"183","2023/9/24","16-17",2,"DGS","Swift","Aerodramus brevirostris","Himalayan Swiftlet"
"184","2023/9/25","7-8",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"185","2023/9/25","7-8",16,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"186","2023/9/25","7-8",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"187","2023/9/25","7-8",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"188","2023/9/25","7-8",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"189","2023/9/25","7-8",4,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"190","2023/9/25","8-9",3,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"191","2023/9/25","8-9",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"192","2023/9/25","8-9",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"193","2023/9/25","8-9",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"194","2023/9/25","9-10",2,"DGS","Raptor","Pandion haliaetus","Osprey"
"195","2023/9/25","9-10",2,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"196","2023/9/25","9-10",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"197","2023/9/25","9-10",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"198","2023/9/25","9-10",3,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"199","2023/9/25","9-10",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"200","2023/9/25","9-10",2,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"201","2023/9/25","9-10",2,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"202","2023/9/25","9-10",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"203","2023/9/25","10-11",2,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"204","2023/9/25","10-11",4,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"205","2023/9/25","10-11",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"206","2023/9/25","10-11",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"207","2023/9/25","10-11",2,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"208","2023/9/25","11-12",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"209","2023/9/25","11-12",2,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"210","2023/9/25","11-12",1,"DGS","Raptor","Falco sp.","Unidentified Falcons"
"211","2023/9/25","12-13",3,"DGS","Raptor","Pandion haliaetus","Osprey"
"212","2023/9/25","12-13",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"213","2023/9/25","13-14",3,"DGS","Raptor","Pandion haliaetus","Osprey"
"214","2023/9/25","13-14",11,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"215","2023/9/25","14-15",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"216","2023/9/25","14-15",3,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"217","2023/9/25","14-15",3,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"218","2023/9/25","14-15",1,"DGS","Raptor","Falco peregrinus","Peregrine Falcon"
"219","2023/9/25","14-15",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"220","2023/9/25","15-16",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"221","2023/9/25","15-16",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"222","2023/9/25","15-16",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"223","2023/9/25","16-17",6,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"224","2023/9/25","13-14",1,"DGS","Raptor","Circus spilonotus","Eastern Marsh Harrier"
"225","2023/9/25","Unknown",1,"DGS","Raptor","Otus sunia","Oriental Scops Owl"
"226","2023/9/26","7-8",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"227","2023/9/26","7-8",2,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"228","2023/9/26","7-8",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"229","2023/9/26","7-8",2,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"230","2023/9/26","7-8",1,"DGS","Raptor","Butastur indicus","Grey-faced Buzzard"
"231","2023/9/26","8-9",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"232","2023/9/26","8-9",4,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"233","2023/9/26","8-9",4,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"234","2023/9/26","9-10",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"235","2023/9/26","9-10",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"236","2023/9/26","10-11",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"237","2023/9/26","10-11",2,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"238","2023/9/26","11-12",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"239","2023/9/26","11-12",5,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"240","2023/9/26","14-15",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"241","2023/9/27","7-8",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"242","2023/9/27","7-8",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"243","2023/9/27","7-8",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"244","2023/9/27","8-9",7,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"245","2023/9/27","8-9",1,"DGS","Raptor","Falco sp.","Unidentified Falcons"
"246","2023/9/27","9-10",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"247","2023/9/27","9-10",1,"DGS","Raptor","Tachyspiza gularis","Japanese Sparrowhawk"
"248","2023/9/27","9-10",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"249","2023/9/27","9-10",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"250","2023/9/27","10-11",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"251","2023/9/27","10-11",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"252","2023/9/27","11-12",1,"DGS","Raptor","Falco sp.","Unidentified Falcons"
"253","2023/9/27","12-13",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"254","2023/9/27","12-13",3,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"255","2023/9/27","12-13",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"256","2023/9/27","13-14",1,"DGS","Raptor","Pandion haliaetus","Osprey"
"257","2023/9/27","13-14",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"258","2023/9/27","13-14",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"259","2023/9/27","13-14",1,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"260","2023/9/27","13-14",1,"DGS","Swift","Apus pacificus","Pacific Swift"
"261","2023/9/27","16-17",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"262","2023/9/28","7-8",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"263","2023/9/28","8-9",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"264","2023/9/28","9-10",2,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"265","2023/9/28","11-12",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"266","2023/9/28","12-13",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"267","2023/9/28","12-13",3,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"268","2023/9/28","12-13",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"269","2023/9/28","13-14",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"270","2023/9/28","13-14",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"271","2023/9/28","13-14",1,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"272","2023/9/28","13-14",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
"273","2023/9/28","13-14",19,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"274","2023/9/28","13-14",3,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"275","2023/9/28","14-15",4,"DGS","Raptor","Falco subbuteo","Eurasian Hobby"
"276","2023/9/28","14-15",25,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"277","2023/9/28","14-15",1,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"278","2023/9/28","15-16",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"279","2023/9/28","15-16",26,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"280","2023/9/28","16-17",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"281","2023/9/29","7-8",8,"DGS","Swift","Apus pacificus","Pacific Swift"
"282","2023/9/29","7-8",1,"DGS","Else","Delichon dasypus/lagopodum","Asian/Siberian House Martin"
"283","2023/9/29","8-9",2,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"284","2023/9/29","8-9",3,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"285","2023/9/29","8-9",32,"DGS","Swift","Hirundapus caudacutus","White-throated Needletail"
"286","2023/9/29","8-9",1,"DGS","Swift","Apus pacificus","Pacific Swift"
"287","2023/9/29","9-10",1,"DGS","Raptor","Pernis ptilorhynchus","Crested Honey-buzzard"
"288","2023/9/29","9-10",1,"DGS","Raptor","Lophospiza trivirgata","Crested Goshawk"
"289","2023/9/29","9-10",1,"DGS","Raptor","Tachyspiza soloensis","Chinese Sparrowhawk"
"290","2023/9/29","9-10",1,"DGS","Raptor","Falco tinnunculus","Common Kestrel"
"291","2023/9/29","9-10",1,"DGS","Raptor","Eagles (unidentified)","Unidentified Eagles"
"292","2023/9/29","9-10",1,"DGS","Raptor","Raptors (unidentified)","Unidentified Raptors"
